name,salary_from,salary_to,salary_currency,area_name,published_at
Инженер-Программист (Микроконтроллеры),50000.0,,RUR,Челябинск,2022-12-29T10:11:29+0300
Дизайнер,40000.0,50000.0,RUR,Красноярск,2022-12-29T07:22:49+0300
Инженер ИТ отдела / системный администратор,35000.0,36000.0,RUR,Вологда,2022-12-29T10:28:10+0300
Инженер по безопасности дорожного движения,47500.0,,RUR,Ростов-на-Дону,2022-12-29T08:59:19+0300
Административный руководитель отдела,70000.0,110000.0,RUR,Нижний Новгород,2022-12-29T10:26:07+0300
Исполнительный директор,80000.0,300000.0,RUR,Санкт-Петербург,2022-12-29T09:02:41+0300
"Оператор\Наладчик станков и манипуляторов с ПУ (фрезерная, токарная группы)",3000.0,,BYR,Минск,2022-12-29T08:12:35+0300
Инженер по ремонту/ Сервисный инженер,110000.0,,RUR,Москва,2022-12-29T08:45:17+0300
Наладчик КИПиА,,60000.0,RUR,Омск,2022-12-29T06:57:14+0300
"PHP-программист (Middle, Middle +)",120000.0,,RUR,Санкт-Петербург,2022-12-29T10:44:45+0300
Оператор роботизированного сварочного комплекса,50000.0,,RUR,Екатеринбург,2022-12-29T08:50:02+0300
Программист .NET,110000.0,,RUR,Москва,2022-12-29T11:49:18+0300
Инженер технической поддержки,45000.0,,RUR,Березники,2022-12-29T09:36:52+0300
Механик,53000.0,,RUR,Воронеж,2022-12-29T11:25:56+0300
Контент-менеджер (копирайтер),40000.0,45000.0,RUR,Москва,2022-12-29T09:12:08+0300
Слесарь-механик по выпуску автотранспорта,40000.0,,RUR,Красноярск,2022-12-29T07:25:35+0300
Менеджер интернет-сайта (табачная продукция) в офис,70000.0,,RUR,Ростов-на-Дону,2022-12-29T09:22:48+0300
Техник,45000.0,50000.0,RUR,Москва,2022-12-29T10:15:05+0300
Инженер по установке и обслуживанию оборудования,40000.0,60000.0,RUR,Владимир,2022-12-29T11:51:43+0300
Механик/Наладчик технологического оборудования,2000.0,,BYR,Минск,2022-12-29T07:59:44+0300
Наладчик станков с ЧПУ,80000.0,120000.0,RUR,Иркутск,2022-12-29T09:58:04+0300
"Back-end разработчик (PHP 7, Symfony 5, PostgreSQL)",5000.0,,USD,Москва,2022-12-29T07:24:15+0300
Механик по транспорту,60000.0,,RUR,Магнитогорск,2022-12-29T07:16:50+0300
Специалист по подключению абонентов,50000.0,,RUR,Воронеж,2022-12-29T11:55:42+0300
Разработчик 1С/Программист 1С/Стажер 1С,80000.0,120000.0,RUR,Нижний Новгород,2022-12-29T08:43:04+0300
Python developer,1800.0,2000.0,EUR,Москва,2022-12-29T11:14:17+0300
Техник по свету и звуку выходного дня,40000.0,,RUR,Санкт-Петербург,2022-12-29T11:57:33+0300
Специалист-аналитик IT- проектов,,45000.0,RUR,Челябинск,2022-12-29T07:33:52+0300
Специалист 1С (можно без опыта),40000.0,80000.0,RUR,Владивосток,2022-12-29T10:34:21+0300
Специалист внедрения и сопровождения информационных систем,70000.0,100000.0,RUR,Москва,2022-12-29T11:15:26+0300
Ведущий дизайнер в студию дизайна интерьеров,512000.0,760000.0,KZT,Астана,2022-12-29T07:31:46+0300
Инженер IT - сервиса,50000.0,,RUR,Красноярск,2022-12-29T09:02:22+0300
Администратор (Помощник Менеджера),50000.0,,RUR,Москва,2022-12-29T09:25:05+0300
Веб-дизайнер,65000.0,100000.0,RUR,Барнаул,2022-12-29T06:28:44+0300
Техник-электромеханик,70000.0,,RUR,Обнинск,2022-12-29T10:20:10+0300
Менеджер проекта,400000.0,,KZT,Алматы,2022-12-29T09:42:58+0300
Инженер по транспорту,62000.0,,RUR,Новосибирск,2022-12-29T11:27:05+0300
Журналист,35000.0,,RUR,Красноярск,2022-12-29T08:10:33+0300
Наладчик станков с ЧПУ,3000.0,,BYR,Витебск,2022-12-29T09:41:49+0300
Слесарь-наладчик (Алкогольное оборудование),180000.0,180000.0,RUR,Краснодар,2022-12-29T10:10:46+0300
Принт-менеджер (ТДЦ Типография),40600.0,45800.0,RUR,Владимир,2022-12-29T10:39:19+0300
Web-программист (удаленно),60000.0,100000.0,RUR,Тула,2022-12-29T10:19:01+0300
Веб-разработчик (офис),60000.0,,RUR,Уфа,2022-12-29T08:41:30+0300
Программист 1С,200000.0,,RUR,Санкт-Петербург,2022-12-29T10:04:11+0300
Программист 1C 8,135000.0,160000.0,RUR,Москва,2022-12-29T10:55:27+0300
Токарь 4-6 разряд,,100000.0,RUR,Челябинск,2022-12-29T10:45:43+0300
Оператор-Наладчик ЧПУ,110000.0,130000.0,RUR,Екатеринбург,2022-12-29T10:45:21+0300
Токарь,50000.0,,RUR,Краснодар,2022-12-29T11:55:10+0300
Маркетолог,900.0,,BYR,Минск,2022-12-29T07:54:30+0300
Аккаунт-менеджер / Менеджер проектов,70000.0,150000.0,RUR,Москва,2022-12-29T10:17:26+0300
Руководитель направления,76000.0,98000.0,RUR,Красноярск,2022-12-29T10:37:57+0300
Оператор листогибочного пресса,63000.0,,RUR,Отрадное (Ленинградская область),2022-12-29T09:58:16+0300
Инженер по тестированию ПО,60000.0,120000.0,RUR,Москва,2022-12-29T11:37:03+0300
Специалист в сфере информационной безопасности,35000.0,40000.0,RUR,Хабаровск,2022-12-29T08:57:44+0300
"Руководитель отдела продаж (недвижимость, ОАЭ, Дубай)",5000.0,,EUR,ОАЭ,2022-12-29T10:19:25+0300
Шлифовщик,100000.0,,RUR,Самара,2022-12-29T09:01:19+0300
Специалист отдела администрирования,150000.0,150000.0,RUR,Москва,2022-12-29T08:58:33+0300
Начальник транспортного отдела,,85000.0,RUR,Владивосток,2022-12-29T08:31:16+0300
Механик наладчик,50000.0,50000.0,RUR,Ростов-на-Дону,2022-12-29T11:01:45+0300
Слесарь-ремонтник,1300.0,,BYR,Брест,2022-12-29T10:46:37+0300
Наладчик оборудования,43000.0,,RUR,Глазов,2022-12-29T10:24:57+0300
Дизайнер интерьеров (Чертежник),120000.0,,RUR,Москва,2022-12-29T10:20:43+0300
Специалист технической поддержки,35000.0,55000.0,RUR,Казань,2022-12-29T08:06:49+0300
Наладчик станков с ЧПУ,80000.0,120000.0,RUR,Благовещенск (Республика Башкортостан),2022-12-29T09:58:04+0300
Дизайнер (малых архитектурных форм),35000.0,,RUR,Тюмень,2022-12-29T11:46:58+0300
Системный администратор Linux\ DevOps (удаленка\ REMOTE),150000.0,,RUR,Москва,2022-12-29T09:09:12+0300
Менеджер проектов,40000.0,60000.0,RUR,Санкт-Петербург,2022-12-29T10:17:54+0300
Техник ОПС,60000.0,80000.0,RUR,Москва,2022-12-29T08:56:21+0300
Техник по ремонту,60000.0,,RUR,Севастополь,2022-12-29T10:26:46+0300
Менеджер в отдел по работе с клиентами (абонентами),35000.0,,RUR,Птичное,2022-12-29T09:51:42+0300
Монтажник слаботочных систем,91200.0,,RUR,Санкт-Петербург,2022-12-29T09:52:53+0300
Токарь-универсал,70000.0,,RUR,Екатеринбург,2022-12-29T09:53:26+0300
Ведущий инженер по функциональному тестированию,170000.0,250000.0,RUR,Москва,2022-12-29T07:16:09+0300
Программист 1С,60000.0,,RUR,Казань,2022-12-29T10:35:34+0300
Механик,,50000.0,RUR,Качканар,2022-12-29T08:02:29+0300
"Front-End разработчик (Vue.js, Typescript, SPA)",5000.0,,USD,Санкт-Петербург,2022-12-29T10:47:52+0300
"Front-End разработчик (Vue.js, Typescript, SPA)",5000.0,,USD,Москва,2022-12-29T10:50:13+0300
Junior Project Manager в веб-студию,30000.0,80000.0,RUR,Москва,2022-12-29T11:39:22+0300
Инженер-механик,100000.0,130000.0,RUR,Тюмень,2022-12-29T11:16:56+0300
Сервисный механик,90000.0,,RUR,Санкт-Петербург,2022-12-29T09:13:42+0300
Инженер-программист,22000.0,25000.0,RUR,Калуга,2022-12-29T10:30:55+0300
Установщик оборудования,60000.0,,RUR,Лобня,2022-12-29T11:54:53+0300
Специалист сервисного центра,38000.0,42000.0,RUR,Челябинск,2022-12-29T09:50:25+0300
Разработчик PHP Laravel (удаленно),2500.0,3500.0,USD,Бишкек,2022-12-29T10:07:02+0300
Начальник IT-отдела,115000.0,145000.0,RUR,Санкт-Петербург,2022-12-29T10:28:31+0300
QA Automation Engineer в команду Сloud,150000.0,250000.0,RUR,Сербия,2022-12-29T10:40:25+0300
Графический дизайнер,50000.0,,RUR,Нижний Новгород,2022-12-29T11:19:12+0300
Веб-дизайнер,45000.0,,RUR,Барнаул,2022-12-29T08:00:48+0300
Помощник системного администратора,42500.0,45000.0,RUR,Хабаровск,2022-12-29T10:25:57+0300
Графический дизайнер в рекламную компанию,25000.0,30000.0,KGS,Бишкек,2022-12-29T09:02:32+0300
Механизатор,60000.0,,RUR,Курск,2022-12-29T09:31:44+0300
Инженер-программист 1С,37000.0,,RUR,Каменск-Уральский,2022-12-29T09:42:11+0300
Оператор-Наладчик ЧПУ,110000.0,130000.0,RUR,Челябинск,2022-12-29T10:45:21+0300
Техник в ресторан,60000.0,60000.0,RUR,Москва,2022-12-29T10:36:37+0300
Оператор станков с ЧПУ,109000.0,,RUR,Псков,2022-12-29T11:01:46+0300
Помощник руководителя,100000.0,120000.0,RUR,Москва,2022-12-29T07:10:30+0300
Механик / Линейный механик,130000.0,130000.0,RUR,Канск,2022-12-29T06:53:46+0300
